Prediction: 1, Probabilities: [0.48644444 0.51355556]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.25 0.75]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 0, Probabilities: [0.51579762 0.48420238]
Prediction: 1, Probabilities: [0.35333333 0.64666667]
Prediction: 1, Probabilities: [0.0764881 0.9235119]
Prediction: 1, Probabilities: [0.13 0.87]
Prediction: 1, Probabilities: [0.0495 0.9505]
Prediction: 1, Probabilities: [0.20316667 0.79683333]
Prediction: 1, Probabilities: [0.221 0.779]
Prediction: 1, Probabilities: [0.30623765 0.69376235]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.10816667 0.89183333]
Prediction: 1, Probabilities: [0.05 0.95]
Prediction: 1, Probabilities: [0.452 0.548]
Prediction: 1, Probabilities: [0.01095238 0.98904762]
